8.0,84,905,WaheedaRehman,8.0,SoumitraChatterjee,7.95,RumaGuhaThakurta,7.7,SatyajitRay,8.03,TarashankarBanerjee,8.0,0,0,0,0,BholaNathRoy,8.0,,7.46
7.7,84,6035,FranchotTone,7.7,LewAyres,7.4,HenryFonda,7.73,OttoPreminger,7.7,AllenDrury,7.7,WendellMayes,6.9,0,0,,7.39,JerryFielding,7.41
6.7,,456,AndrásCsorba,6.7,IlonaBéres,7.55,ErnöSzabó,6.7,ViktorGertler,6.7,MórJókai,6.7,0,0,0,0,,7.39,OttóVincze,6.7
7.8,,3678,RobertRyan,7.5,PeterUstinov,7.7,MelvynDouglas,7.72,,7.55,LouisO.Coxe,7.8,RobertH.Chapman,7.8,HermanMelville,7.6,,7.39,AntonyHopkins,7.8
7.8,84,14860,BurtLancaster,7.76,KarlMalden,7.5,ThelmaRitter,7.8,JohnFrankenheimer,7.8,GuyTrosper,7.7,ThomasE.Gaddis,7.8,0,0,StuartMillar,7.23,ElmerBernstein,7.76
7.0,84,393,PerAabel,7.0,NormaBengell,7.0,HugoCarvana,7.0,RuyGuerra,7.0,MiguelTorres,7.0,0,0,0,0,GersonTavares,7.0,LuizBonfá,7.0
7.7,94,24385,GregoryPeck,7.78,RobertMitchum,7.05,PollyBergen,7.7,J.LeeThompson,7.32,JohnD.MacDonald,7.5,JamesR.Webb,7.0,0,0,SyBartlett,7.7,BernardHerrmann,7.72
7.6,,1785,YûzôKayama,7.77,ChûshaIchikawa,7.6,TatsuyaMihashi,7.77,HiroshiInagaki,7.35,ToshioYasumi,7.1,0,0,0,0,SanezumiFujimoto,7.85,AkiraIfukube,7.49
7.9,50,13222,CorinneMarchand,7.05,AntoineBourseiller,7.9,DominiqueDavray,7.9,AgnèsVarda,7.73,,7.37,0,0,0,0,GeorgesdeBeauregard,7.47,MichelLegrand,7.23
6.2,,435,LesliePhillips,6.2,StanleyBaxter,6.2,WilfridHyde-White,6.83,KenAnnakin,6.62,JackDavies,6.2,HenryBlyth,6.2,0,0,LeslieParkyn,6.2,GeorgeMartin,6.2
7.9,92,10603,JackLemmon,7.42,LeeRemick,6.97,CharlesBickford,7.9,BlakeEdwards,7.35,J.P.Miller,7.9,0,0,0,0,MartinManulis,6.97,HenryMancini,7.16
7.8,84,2588,HardyKrüger,7.3,NicoleCourcel,7.8,PatriciaGozzi,7.8,SergeBourguignon,6.65,AntoineTudal,7.8,BernardEschassériaux,7.8,0,0,RomainPinès,7.8,MauriceJarre,7.63
8.1,47,10464,MarcelloMastroianni,7.51,DanielaRocca,8.1,StefaniaSandrelli,7.64,PietroGermi,8.1,AlfredoGiannetti,8.1,EnnioDeConcini,7.35,AgenoreIncrocci,7.5,FrancoCristaldi,7.88,CarloRustichelli,7.48
7.2,47,460,Totò,7.2,WalterPidgeon,7.45,NinoTaranto,7.2,Steno,7.1,BrunoCorbucci,6.95,GiovanniGrimaldi,7.03,0,0,GianniBuffardi,7.3,GianniFerrio,6.3
7.2,84,1053,JackieGleason,7.6,KatherineKath,7.2,GabrielleDorziat,7.2,GeneKelly,7.2,JohnPatrick,7.2,A.J.Russell,7.2,FrankTashlin,7.35,KennethHyman,7.63,,7.46
8.2,84,4462,NobukoOtowa,7.8,TaijiTonoyama,8.2,ShinjiTanaka,8.2,KanetoShindô,7.97,,7.37,0,0,0,0,EisakuMatsuura,8.2,HikaruHayashi,7.72
8.7,7,27731,TatsuyaNakadai,7.89,AkiraIshihama,8.7,ShimaIwashita,7.65,MasakiKobayashi,8.47,YasuhikoTakiguchi,8.55,ShinobuHashimoto,7.68,0,0,TatsuoHosoya,8.7,TôruTakemitsu,7.57
5.3,0,552,,7.46,0,0,0,0,HarrySmith,5.3,,7.37,0,0,0,0,,7.39,,7.46
8.1,95,27385,NikolayBurlyaev,8.1,ValentinZubkov,8.1,EvgeniyZharikov,7.75,AndreiTarkovsky,8.13,VladimirBogomolov,8.1,MikhailPapava,8.1,AndreyKonchalovskiy,8.15,,7.39,VyacheslavOvchinnikov,8.19
